,Date,Score,Review
97,13 lutego 2026,5,"I had been having problems with my old Samsung Galaxy S10 mobile phone and went to the Samsung Store, at Macquarie Shopping Centre.  I realised that I needed to update my phone, so I purchased a Samsung Galaxy S25.  The Manager of the Store, Dee, looked after me.  I am an older lady and don't know too much about these new devices.  She showed me around the store, chose a phone which she believed would be best for me and gave me a very competitive price.  I have nothing but praise for her and the way she conducted herself and helped me to install the new phone, transferring all the data over to my new phone from my old, answered all my concerns and made sure that I was happy with the purchase. "
98,22 lutego 2026,1,"There's so many things wrong with this phone.  Any kind of typing is almost impossible, including writing this review. When you pick up the phone, it reverts back to what you had previously on the screen. There's dead pixels, phone is only six months old! I could go on and on about how bad this phone is. $700 for this headache. Never again. "
99,24 lutego 2026,1,In-ear vergiftigingUit een recent onderzoek van een europees laboratorium waar 81 modellen zijn onderzocht kwam naar voren dat in de samsung galaxy buds 3 pro een te hoge waarde wordt gevonden van schadelijke stoffen waaronder BPA. Ik heb vanochtend contact opgenomen met de klantenservice en hier werd mij vriendelijk verteld dat Samsung voldoet aan de EU normalisatie als het gaat om producten. Ik kreeg een link van de artikelen en de stoffen die erin gevonden worden. Ik heb duidelijke gemaakt dat dit ook gaat om een eu model en de statement dat zij voldoen dus niet klopt. Ik heb het onderzoek en de resultaten netjes meegestuurd maar krijg geen reactie meer. Dit geeft aan dat Samsung het weinig tot niets doet wat hun producten voor effect op de gezondheid van klanten heeft. Voor mij nooit meer samsung! 
100,23 lutego 2026,1,Wird immer schlechter bei kammeras hardwere allem immer schmechter ruhen sich aus und die leute sind dumm und kaufen schlechte smartphone von samsunhPs konkurenz hat si überholt um lichtjahre Bitte kauft keine Samsung Smartphone mehr
101,16 lutego 2026,2,ich pomoc techniczna to jest jakiś żart
102,23 lutego 2026,1,THE WORST CUSTOMER SERVICE IN THE INDUSTRY.
103,8 stycznia 2026,1,"Produit de piètre qualité (je parle pourtant de leur flagship TV The Frame), et SAV inexistant derrière (la solution ? Voici l'adresse du réparateur le plus proche). Dégouté pour un TV à 1000 euros."
104,23 lutego 2026,1,"Quelle horrible experience d'achat!J'ai commandé un refrigerateur un dimanche après-midi, pensant le mien H.S. Enfait, le mien souffrait d'une panne mineure, donc j'ai annulé ma commande le lendemain matin.S'ensuit une longue conversation sans queue ni tête avec le service client qui me dit que le réfrigérateur sera quand même chargé sur un camion (?!) et qu'il faudra que j'annule la livraison moi-même quand le transporteur me contactera pour un RDV. Ce que j'ai fait 2 jours plus tard. Cela fait 3 semaines que Samsung garde mon argent et refuse de me rembourser, ""tant que le réfrigérateur"" ne sera pas de retour dans l'entrepôt qu'il n'aurait jamais dû quitter. Je leur demande où est le frigo, ils n'en savent rien, et ne veulent pas s'en enquérir. Ils me disent que c'est comme ça et que je n'ai qu'à être patiente.Et qu'arrivera-t-il si le transporteur ne le rend pas? Ils ""mèneront une enquête"". mais c'est moi qui en suis responsable alors que je ne l'ai jamais eu en ma possession.Bravo! c'est vraiment en écrasant les petits qu'on devient grand. Un peu d'investissement dans le service client serait approprié, car sans client, toute marque n'est qu'une faillite imminente.Mise à jour: Samsung m'a envoyé des emails pour me demander de poster un avis sur le réfrigérateur qui apparemment a été enregistré comme ""reçu"" par moi!?!  Bravo. Nouvelle mise à jour, 5 semaines après l'annulation: Samsung m'envoie un transporteur pour récupérer le réfrigérateur que je n'ai jamais reçu. Plusieurs appels de ma part, on me dit que je serai remboursée quand ils auront récupérer le frigo qui n'aurait jamais dû partir de chez eux."
105,23 lutego 2026,1,"Ich habe Ende Jänner 2026 im Samsung.at Online Shop einen 83 Zoll TV gekauft, der dann nach ca. 1 Woche geliefert wurde und nach 3 Tagen bereits einen Fehler "" TV schaltet sich von alleine aus durch Produktschutz.(SerDes).Anschließend Reparatur Anfang Februar, dann funktioniert der TV wieder ca. 1 Woche.Jetzt wieder selber Fehler.Samsung will den TV nicht gegen einen neuen TV tauschen und teilt mir mit, das Gerät funkioniere einwandfrei.Der Fehler ist sogar in der Diagnose im TV selbst auch abgelegt Beschreiten jetzt den. Rechtsweg.Nachtrag:Heute hat der TV plötzlich eine neue Software bekommen und bis jetzt tritt der Fehler plötzlich nicht mehr auf.Längerer Test steht noch aus "
106,11 grudnia 2025,1,I am not happy with the service I got from the repair shop refusing to fix my tablet's port function under warranty when I took it into an EE shop. Not only was I then sent 20 miles to another EE shop for it to be sent off to a workshop which they could of done. I had pre-loaded applications deleted which I'm now unable to get back due to my non tech abilities. The repair was refused under warranty even though the port is part of the machine n at the time under a year old. Tried to go through their ceo complaints but would not accept my repair numbers which meant would not send. Tech unhelpful and took me off page several times to then to leave a waiting time close message. 
107,24 stycznia 2026,1,Déjà un mois depuis ma commande de frigo et toujours pas de frigo chez moi! C’est normal ça de laisser les gens sans frigo parce que vos livreurs ne sont pas foutus de livrer un frigo pas abîmé !!!! Aucun dédommagement rien ! Très très déçue je ne recommanderais plus jamais ! Je vous le déconseille à tous
108,20 lutego 2026,1,"l'offre à durée limitée concernant un remboursement de 100€ sur l'achat d'un galaxy S25 semble être une arnaque.Pour remplir le questionnaire en ligne, il faut dans mon cas sélectionner""boutique physique"" puisque je l'ai acheté dans une boutique Orange.Il faut alors indiquer les 3 premières lettres de l'enseigne: ora dans mon cas. Or rien ne marche, Samsung ne connaît ni ora, ni Ora, ni orange, ni orange store, ni boutique orange,  bref, ils ne connaissent pas Orange. Impossible de passer à la suite, donc impossible d'obtenir le remboursement.Bref, une publicité mensongère relayée par Orange, Darty et d'autres. "
109,15 stycznia 2026,1,"My S23Ultra appeared green n pink lines after software was updated. The phone have been well taken care of. From social media, this problem seems common globally, especially after warranty period. When seeked Service centre assistance, staff insist screen replacement with huge repair cost! But the lines appeared after sw upgrade ! "
110,22 lutego 2026,1,"Ein Stern ist noch zu zu vielSo ich habe nun einen neuen Fernseher von Philips der 700 € kostet und der ist ein Unterschied zu den Samsung der 1600 € gekostet hat wie ein Bild wie Tag und Nacht Firma Samsung belügt die Kunden und halten die Kunden als dumm wie sie behaupten, dass dieses Gerät ganz ist weil YouTube gut ist ist ein völliger Quatsch, weil der Fernseher der Samsung Probleme mit den hoch skalieren hatUnd Samsung hat nur Ausreden und sowas verlockendes wie die Samsung hab ich noch nie gesehen. Ich habe die gewisse Person, die ich hier nicht nennen darf angezeigt wegen mehrfacher Verleumdung und Betrug und das Beweismaterial auch alles abgegeben.Und die Firma Samsung behauptet ja auch, dass all das immer an meine Geräte liegt, was aber nicht der Fall ist, weil die ganzen Geräte habe ich am an dem Philips angeschlossen und da sind die Bilder vor allen Ding bei 4K sowas von besser das muss man gesehen haben und ich empfehle kein Samsung zu kaufen, weil man nur Probleme hat und ihre Vertragspartner led  Repair ist die reinste auch eine verlogene Firma die was die behaupten da läuft auch schon die Anzeige gegen Let Repair"
111,4 grudnia 2025,1,"In november 2025 kocht ik via de officiële Samsung‑webshop een Galaxy Tab S11 met de gratis SmartTag2. Toen ik het product binnen de termijn wilde retourneren, heb ik netjes een retour aangevraagd en bevestigingsmails gekregen. Daarna liep alles vast: het beloofde Bpost‑retourlabel is na bijna drie maanden nog altijd niet geleverd. Ondertussen heb ik tientallen keren contact gehad met Samsung via WhatsApp, Messenger, telefonisch en e‑mail. Medewerkers beloofden herhaaldelijk dat “backoffice” het label zou sturen en één medewerker heeft zelfs zwart op wit toegegeven dat hun backoffice in gebreke blijft. Toch wordt er niets opgelost: ik kan het product niet terugsturen, hoe graag ik ook wil. Omdat ik via Klarna “Betaal in 30 dagen” had gekozen, heeft dit nu zware gevolgen. Door het uitblijven van het retourlabel weigert Klarna de betaling nog langer te pauzeren en word ik met incassokosten bedreigd voor een bestelling die ik tijdig heb willen annuleren. Samsung laat dit gewoon gebeuren en verschuilt zich achter interne afdelingen waar je als klant geen enkel zicht op hebt. Hun telefonische klantenservice is NUL waard, je verstaat de customer support amper! Mijn vertrouwen in Samsung als merk is hierdoor compleet weg. Een groot bedrijf dat zijn eigen retourproces niet op orde krijgt, een kameraad heeft exact hetzelfde meegemaakt, klanten maanden aan het lijntje houdt en hen vervolgens in de problemen laat komen met een betaalpartner, is voor mij geen betrouwbare webshop.Bestelling Samsung: BE251109-46759026 Klarna-orderreferentie: N2QH9HR1 Klarna-factuurnummer: 1317231638039260Klarna-ticketnummer: #52807413Voor alle duidelijkheid: ik heb hieroverondertussen ook een klacht ingediendbij de Consumentenombudsdienst, ECCBelgium en de Economische Inspectievia de FOD (Federale OverheidsdienstFinanciën) wegens het handelen vanSamsung en Klarna die niet inovereenstemming is met de Belgischeconsumentenwetgeving, in hetbijzonder met betrekking toteerlijke handelspraktijken en debescherming van consumenten bijbetwiste betalingen. Ik eis dat SAMSUNG ten minste het Klarna‑betaalverzoek wordt annuleert of opnieuw on hold gezet tot ze mij effectief het beloofde retourlabel bezorgen. Klarna dreigt immers met incassokosten als ik nu niet betaal, terwijl ik het product door jullie fout niet kan retourneren.Jullie beloven al bijna 3 maanden hetzelfde maar er komt niks uit de bus.  Mochten ze mij hier alweer doorverwijzen naar de customer support wat ik al meermaals gedaan heb) za het lachwekkend ziin, mijn geduld is op."
112,21 lutego 2026,1,"Koop geen artikel met promotie, van kortingsactie of gratis tabletJe wordt keihard besodemieterdJe aanvraag wordt altijd afgekeurd, met allerlei smoezenHier komt vanaf nu geen enkel Samsung product meer in huisNet maar zelf een Lenovo Tablet gekochtGewoon ff opgelicht door een mega bedrijf als Samsung, ongelooflijk....."
113,20 lutego 2026,1,"Im Oktober 2023 habe ich eine Waschmaschine von Samsung Electronics für über 1.500 € gekauft. Bei diesem Preis bin ich von einem langlebigen und qualitativ hochwertigen Premiumgerät ausgegangen.Leider ist nur wenige Monate nach Ablauf der Garantie ein Lagerschaden aufgetreten. Für ein Gerät in dieser Preisklasse halte ich das für absolut enttäuschend. Eine Waschmaschine sollte bei normaler Nutzung viele Jahre zuverlässig funktionieren – insbesondere wenn sie im oberen Preissegment angesiedelt ist.Besonders ernüchternd ist für mich der Vergleich mit meiner rund 30 Jahre alten Waschmaschine von Bosch, die bis heute problemlos läuft. Dieser Unterschied spricht aus meiner Sicht eine deutliche Sprache in Bezug auf Langlebigkeit und Qualität.Vor diesem Hintergrund kann ich persönlich nicht empfehlen, bei größeren Haushaltsgeräten auf Samsung zu setzen. Ich rate potenziellen Käufern, auch andere Hersteller in Betracht zu ziehen und besonderen Wert auf nachweisliche Langlebigkeit und Kulanz im Servicefall zu legen.Für mich war diese Erfahrung leider sehr enttäuschend."
114,24 października 2025,1,"Do not buy Samsung dryers. They have a known flaw where the dryer will not turn off unless it is unplugged. To be clear, it will not end a drying cycle and it simply keeps running. When door is opened, it stops tumbling but immediately starts again when door is closed. No controls. Mine came with a one year warranty which had expired. Samsung refused to address the issue although it is a major fire hazard. I had it hauled to the dump. "
115,20 lutego 2026,1,"Extremely poor communication. I asked a simple warranty question regarding my compressor and provided all the necessary info, including Error Code 84C. Instead of helping, they ignored my technical info and tried to charge me a $200 diagnostic fee. They prioritize service fees over actually solving problems."""
116,19 lutego 2026,1,"I have been a long-time Samsung customer, purchasing everything from televisions to mobile phones based on their reputation for quality products and customer service. On January 9, 2026, I purchased a Galaxy A16 5G (128GB). I was surprised afterwards to discover that the phone did not include a power adapter—only a cable. Had this been clearly disclosed in the description, I would not have made the purchase. Adapters ALWAYS came with their phones. If they suddenly made this change then they need to state CLEARLY (not hidden) that Adapters are sold separately and phone needs adapter or a charging source to work. Charging the phone via a cable connected to an extension cord takes 4-5 hours. Some senior consumers don't have anything and must have the added expense. I attempted to purchase a Samsung adapter from a third-party seller who claimed it came directly from Samsung distribution, only to receive an empty, supposedly sealed package. Multiple calls to Samsung customer service have been unsuccessful. I was promised supervisor callbacks that never occurred and was ultimately disconnected after requesting further assistance. Today I was disconnected again. I am very disappointed in Samsung's customer service. This situation has become unnecessarily frustrating for something as basic and inexpensive as a power adapter. This multi-billion dollar company needs to go out of business just for their neglect of customer service alone. They just don't care."
117,20 lutego 2026,1,"Their online store is a joke because they choose a carrier that doesnt even do home deliveries ( PUROLATOR). They automatically say failed attempted delivery and bring the package to their warehouse. Please, dont have an online site if you choose a pathetic carrier like Purolator. "
118,20 lutego 2026,3,"Buonasera, ho acquistato un frigorifero combinato Samsung di classe B, modello RB38T607BS9/EF all'Unieuro di Ostia, dove abito. Mi é stato consegnato il giorno 17 dicembre 2025 e nello stesso giorno della consegna mi sono accorta che internamente la porta del frigorifero era rotta in due punti. Il giorno dopo sono tornata al negozio con le foto ed è stata subito aperta la segnalazione per sostituire la porta. Sembrava che tutto si potesse risolvere a breve invece sto ancora aspettando, sono passata varie volte nel negozio dove ho comprato il frigorifero ma loro mi dicono che dalla Samsung non hanno risposta. Vorrei sapere come posso fare per risolvere il problema."
119,20 lutego 2026,1,"Absolut enttäuschend – nie wieder Samsung direkt!Ich habe vor 4 Wochen direkt bei Samsung einen Kühlschrank bestellt. Mir wurde ausdrücklich gesagt: versandfertig in 3 Werktagen. Kurz darauf hieß es plötzlich, es gebe eine Verzögerung von 2 Wochen. Danach nochmals 2 Wochen Verzögerung – jedes Mal ohne nachvollziehbare Begründung.Und heute, exakt nach 4 Wochen Wartezeit, wurde meine Bestellung einfach von Samsung storniert. Ohne Lösung, ohne Entgegenkommen, ohne jegliche Kulanz.Telefonisch ist niemand erreichbar. Es gibt ausschließlich einen Live-Chat – und dort schreibt man mit einer KI, die keinerlei konkrete Hilfe bietet. Keine Weiterleitung an einen echten Mitarbeiter, keine klare Aussage, nichts.So einen schlechten Kundenservice habe ich selten erlebt. Wochenlang hingehalten werden, um am Ende einfach eine Stornierung zu erhalten, ist absolut inakzeptabel.Nie wieder werde ich direkt bei Samsung bestellen. Sehr enttäuschend."
120,20 lutego 2026,1,"impossible to get any help whatsoever with a moble phone, reapir centre is impossible to get through then when you do its someome who dosnt speak english amd the connection is so bad you cant hear a single word, will be not using any samsung product anymore"
121,2 lutego 2026,5,La TV oled de 65” es de lo mejor que he visto. Hran calidad de imagen y una experiencia de sonido increíble. 
122,8 grudnia 2025,1,Habe im Dezember eine defekte Waschmaschine gemeldet Die in der Garantie war.Am 18 Dezember erfolgte die Nachricht die Maschine wird 2025 nicht mehr repariert also Geld in die Hand nehmen damit man waschen kann.Habe mich dann telefonisch bei Samsung gemeldet wo mir gesagt wurde soll mich nicht so anstellen ist nun mal so.Das ganze zog sich bis zum 13.02.2026 hin Einfach lächerlich die Aktion.
123,19 lutego 2026,1,"Schlechteste Elektronik Artikel die ich je hatte, nie wieder kauf irgendwas von diesem Saftladen!Sobald Samsung drauf steht ist es nicht mehr wert als in den Müll zu wandern weils so extrem schlecht ist!!!"
124,19 lutego 2026,1,Samsung ziggo Black friday actie 2025Samsung levert pas half januari 2026 een kapotte tv af. Die is retour gestuurd. Vervolgens kon ik geen nieuwe tv bestellen. Model was niet meer op voorraad kon kleinere tv krijgen of bij betalen. Dat heb ik geweigerd. Na weer 4 weken ellende met de klantenservice antwoorden effe geduld. Heb ik op Facebook pagina van Samsung gevraagd om een oplossing. Samsung wilde het verhaal niet op hun Facebook pagina en daarom hebben ze alles verwijderd en mij geblokkeerd daar Was ik klaar mee en heb ik Ziggo gevraagd contract te ontbinden ivm uitblijven geleverde diensten en goederen.Daar is ziggo akkoord mee moeten gaan omdat het mijn wettelijk recht is. Nooit in zee gaan met Samsung de klantenservice is geen service en ze willen dat de problemen niet openbaar worden dat zegt alles over dit bedrijf
125,28 listopada 2025,1,De Samsung Ring is 3 keer aan mij verkocht zonder voorraad. Na 3 maanden (28 november) nog geen ring en nu lijkt hij niet meer gemaakt te worden in mijn maat. Al maanden aan het wachten en navragen voor niks. Ik was altijd een tevreden Samsung klant maar twijfel of ik ooit nog iets bij jullie ga kopen hier na!
126,28 stycznia 2026,1,"I purchased four expensive items on January 22nd. Three arrived within two days, but the fourth item—an American fridge freezer—was scheduled for delivery the following Wednesday, which I understood due to its size.On the first delivery attempt, the team discovered the doors needed to be removed to bring it inside. They attempted this using an impact driver, which damaged the screws, and the fridge had to be returned for a replacement.A week later, on the second delivery date, I was informed the delivery van had broken down. The fridge eventually arrived after a van change, but it was already dark and the delivery team had no trolley or tools (due to the earlier van swap). They advised me to reschedule to avoid damaging the fridge.Two days later, on the third delivery attempt, the team unpacked the fridge only to find a large scratch on one of the doors. The item was returned again, likely damaged during repeated loading and unloading.I was told I would be contacted within 48 hours with next steps. After hearing nothing, I contacted Samsung myself. I asked to speak with a supervisor but was told no one was available and that I would receive a call within 24–48 hours.Two days later, still having received no call, I contacted Samsung again—only to be told there was no record whatsoever of my previous request for a supervisor to call me back. This was extremely frustrating, particularly given the ongoing delays.When I called again, I was offered only a £30 Samsung voucher and told I would receive an updated delivery date as soon as possible. It is now Thursday February 19th, and I am still without a fridge and still waiting for a confirmed delivery date."
127,9 lutego 2026,1,"Lamentável serviço de apoio pelo centro de assistência...Ao ser necessário o envio de um telemóvel (Flip 4), para substituição da película de ecrã, solicitei ajuda para guardar a informação/ conteúdos que tinha.A assistência disse podia fazer um Backup com uma aplicação própria para o efeito, com garantia de execução.  Foi-me informado que o próprio serviço podia ajudar e dando-lhe inclusive acesso remoto ao telemóvel, fizeram todo o procedimento remotamente.Ao receber o equipamento da reparação, não foi possível recuperar qualquer informação, sendo que o backup não funcionou. Perdi toda a informação que tinha... Ao solicitar uma explicação sobre o ocorrido foi-me dito que a responsabilidade é do cliente e ofereceram-me vergonhosamente 10% de desconto numa compra.O mais dececionante é que nem sequer deram uma explicação pelo facto de um serviço/procedimento não ter funcionado, sendo que foram eles próprios que o executaram...Total descontentamento e serviço muito pouco recomendável.João"
128,18 lutego 2026,4,J'aime bien mon Samsung galaxy A55 5G Good !Le seul problème c'est qu'il n'est pas possible de zoomer avec le capteur photo de 50 megapixelsObligé de passer seulement au format 12 megapixelsOu le mode Pro..... C'est vraiment dommage.Le mode macro est catastrophique....Obligé de zoomer X2.....Par contre le lecteur Samsung music est vraiment superbe très bon sons... Parfait. 
129,17 lutego 2026,1,"Zeer teleurstellende ervaring met de installatieservice via Samsung (uitgevoerd door Dynalogic).Ik heb via Samsung €100 betaald voor de installatie van een televisie (The Frame model), juist omdat dit type tv bedoeld is om strak en plat tegen de muur gemonteerd te worden en ik dit zelf niet kan installeren.De installateurs waren maximaal 15 à 20 minuten binnen. Zij hebben mijn oude televisie verwijderd en vervolgens de nieuwe televisie op het oude ophangsysteem gehangen. Het speciaal meegeleverde ophangsysteem – waarmee The Frame strak tegen de muur hoort te hangen – is niet gebruikt.Ik had vooraf gevraagd of de tv 5 centimeter naar rechts geplaatst kon worden. Volgens de installateurs was dit mogelijk, maar uiteindelijk is de televisie exact op dezelfde plek teruggehangen.Daarnaast:De tv hangt zichtbaar van de muur afDe kabels hangen nog onder de televisieDe lijsten zijn niet gemonteerdHet nieuwe ophangsysteem is niet gebruiktIk heb nooit aangegeven dat ik de nieuwe televisie op het oude systeem wilde laten monteren. Dit is ook niet vooraf met mij besproken. Pas toen de tv al hing heb ik aangegeven dat dit niet correct was. Ik kreeg toen te horen dat ik een nieuwe afspraak moest maken en opnieuw moest betalen.De installateurs vertrokken vervolgens snel.Wat voor mij extra frustrerend is, is dat er achteraf richting Samsung is gecommuniceerd dat ik zelf zou hebben gekozen voor installatie op de oude muurbeugel en dat ik mij later bedacht zou hebben. Dit herken ik niet. Desondanks kreeg ik van Samsung de reactie dat zij achter het verhaal van de installateur staan en niets voor mij kunnen betekenen.Ik heb betaald voor professionele installatie en verwacht dat het werk correct en volledig wordt uitgevoerd. Dat is in mijn geval niet gebeurd.Voor mij een zeer teleurstellende ervaring."
130,17 lutego 2026,1,"I bought both a Samsung TV and a Samsung monitor, and I have always had issues with burnt-in pixels. It can’t be a coincidence. Clearly, these Samsung products are of very poor quality."
131,4 lutego 2026,1,"Wer sich Ärger ersparen will, bestellt hier besser nicht. Seit über 4 Wochen warte ich auf meinen Kühlschrank.Die Kurzfassung des Grauens:Erste Lieferung: Defekt.Zweite Lieferung: Montage trotz 2-facher Bestätigung verweigert, Gerät wieder mitgenommen.Hotline-Horror: In einem Telefonat 8-mal (!) weitergeleitet. Mitarbeiter erklären sich für unzuständig und legen am Ende einfach auf mit der Behauptung, einen ""akustisch nicht zu verstehen"". Ein absolut respektloses Verhalten gegenüber Kunden.Geld einbehalten: Trotz schriftlicher Bestätigung meines Rücktritts wird mein Geld seit Wochen einbehalten. Fristen werden ignoriert, es kommen nur Textbausteine.Ich habe nun die Bank und die Verbraucherzentrale eingeschaltet. Es ist unfassbar, wie ein Weltkonzern wie Samsung mit Kunden umgeht.Fazit: Nie wieder Samsung. Service gleich Null. Produkte ähnlich schlecht."
132,18 lutego 2026,4,Innovative devices with good screens and performance.
133,2 lutego 2026,1,"Énorme DECEPTION  et sensation de TROMPERIE après l'annulation unilatérale par Samsung de ma commande de portable...sans proposition de substitution de colori..À mon mail au service client, message de retour d'une réponse le lendemain..5 jours après toujours rien."
134,16 lutego 2026,3,Snel een medewerker aan de lijn die je vriendelijk te woord staat en gedreven is jou te helpen.Ze geven echter alleen verkeerde informatie en lijken niet te weten hoe hun eigen website of app eruit ziet
135,22 stycznia 2026,1,"⭐☆☆☆☆Esperienza molto deludente con il forno Samsung + estensione assicurativaHo acquistato un forno Samsung insieme a un’estensione assicurativa . Purtroppo il forno è stato danneggiato in logistica e non viene consegnato  Nonostante abbia subito inviato la richiesta di rimborso tramite l’assicurazione estesa, mi è stato rimborsato solo il valore del forno dopo più di 20 giorni di chiamate e messaggi ignorando completamente l’estensione assicurativa per cui avevo pagatoDa più di una settimana il servizio clienti mi ripete che non ci sono aggiornamenti sulla pratica relativa all’estensione assicurativa, senza fornirmi tempistiche, spiegazioni concrete o soluzioni alternative.👉 Punti critici:Estensione assicurativaInformazioni incomplete e tempi di risposta lunghissimiRimborso ricevuto solo per il prodotto, non per la garanzia aggiuntivaMancanza di chiare tempistiche di risoluzioneIn conclusione, non consiglierei l’acquisto se prevedete di utilizzare l’estensione assicurativa in caso di danni logistici o accidentali: l’assistenza si è dimostrata lenta e poco trasparente"
136,17 lutego 2026,1,The customer service is a joke to smoke and not even a second to waist. The battery fabric in Hungary is killing people and they support it 
137,17 lutego 2026,1,"Bestellung eines 98 Zoll TV´s bei Samsung. Gerät wird durch Hermes kaputt geliefert und stehen gelassen weil der Karton bereits zerstört wurde. Endlose Telefonate mit Samsung um ein neues Gerät zu erhalten. Eins zu Eins Tausch macht Samsung nicht. Das kaputte Gerät muss erst abgeholt werden, wieder von Hermes zu unmöglichen Zeiten, wo normale Menschen arbeiten, damit das neue Gerät  versendet werden kann. Aus Angst wieder ein kaputtes Gerät von der fähigen Spedition zu bekommen, schlussendlich den Austausch storniert. Der Abholtermin von Hermes musste jetzt aber verschoben werden, denn Samsung kann Austausch und Stornierung nicht im System ändern. Wenn man an einen Mitarbeiter von Samsung gerät der nicht direkt in der Hotline auflegt, ist dieser zwar bemüht aber leider nicht fähig. Schade, aber nie wieder und wir kaufen auch sicher nichts mehr von Samsung!"
138,17 lutego 2026,1,"Akkuleistung unterirdisch supermies, eine Kartoffel hat eine bessere Leistung und die virtuelle Tastatur ist für Kinderfinger bedienbar oder zum wegschmeissen. Das ist das schwächste (Un)Smartphone das ich jemals erworben habe. "
139,16 lutego 2026,1,"i bought a smart fridge, a diswasher and a range and within less than a year the range and the dishwasher broke. So disappointing and of course it broke right after the warranty expired! not withstanding that my house almost caught on fire because of the stove turning on accidentally on multiple occasions. i am terrified that one day it might happen.never again would I buy applicances from them,i truly discourage this brand i had Frigidaire and LG and never had an issue. the only reason i replaced them was because i wanted modern and smart appliancesSamsung, must do better! and support their customers!i am more than happy to provide my phone number and have them call me"
140,16 lutego 2026,1,"I used to absolutely love Samsung products, which makes this experience even more disappointing. My Samsung Galaxy S24 (512GB) has had issues from day one. The phone randomly shut down and restarted on its own, and for the past 22 months I’ve dealt with constant reboots. In the last few days, it has escalated into a nonstop boot loop, day and night, making the phone completely unusable.I contacted Samsung support multiple times over the years. While the representatives were always polite, I was never actually given a real solution — nothing like the level of troubleshooting and effective support I consistently receive when I call Apple about my iPhone. Those teams truly know how to diagnose and fix issues. With Samsung, despite repeated calls, nothing was ever resolved.I was advised to perform a factory reset and even took it to Geek Squad to have it done professionally. The phone was wiped, yet it continues to reboot constantly.T-Mobile was also unhelpful when I initially reported the issue. I regret not purchasing insurance, but I never expected a nearly $2,000 flagship phone to fail from the beginning.I bought the 512GB model specifically for the camera and performance because of the great reviews. Instead, I’ve had nearly two years of frustration. I always carry both a private and business phone, and I have never experienced these kinds of problems with my iPhone. I’m currently using an older iPhone SE just so I can reliably receive business calls.This has been incredibly disappointing. A premium phone should come with premium reliability. Unfortunately, this experience has convinced me — no more Samsung phones for me."
141,5 lutego 2026,1,"""DO NOT BUY FROM SAMSUNG SHOP. Bought a mount for my 32-inch Frame TV—called customer service TWICE beforehand, asked point-blank: 'Will this fit my exact model?' They said yes, no issues, go ahead. Spent $175 hiring a pro installer, who shows up, tries it... and nope. Wrong mount. Total waste.Called back, got a refund—minus a sneaky $7 restocking fee. On a $30 part? Come on. Their 'experts' sold me garbage, I ate the install cost, and they still dinged me.This isn't a glitch—it's lazy support and greedy policies. Samsung's raking in billions; they shouldn't need to nickel-and-dime people after screwing them over. Save yourself the headache. Shop anywhere else—Best Buy, Amazon, even Walmart. Just not here."""
142,16 lutego 2026,1,DO NOT EVER buy Samsung! Their customer service is terrible. They refused to replace a defective TV and told us that the technician said that it worked properly when we have messages from the technician directly that he in fact said that it does not work that there is a backlight that is showing up all of the time on the screen and that it is not fixable! That it needs to be replaced. They refused to replace it after months and months and the warranty ran out. They lied to us and said that none of the records show an issue. Do not buy a Samsung because they do not follow through with their customer service! 
143,16 lutego 2026,2,"The ice maker freezes up and no longer produces ice after only 3 years of use.  I have discovered this is a known problem with Samsung refrigerators and after calling to inquire about recalls, etc.  they informed me that they will not cover the cost to fix the faulty ice maker.  Would not recommend them."
144,16 lutego 2026,5,J'ai plein de appareils samsung ce son les meilleurs ce qui dise que c'est mauvais on tors samsung sont les meilleurs 
145,16 lutego 2026,1,"We bought a Samsung refrigerator a year ago . It developed a crack in the freezer compartment. The Samsung technicians came to our house to check and said that it could not be repaired, but needed replacing.They offered us a refund , which we declined, and that we wanted a replacement. They even sent a team to fetch the faulty fridge, but with no replacement. We did not let them take it - we needed the proof!They said that a refund was their final decision, (this is illegal ) until we wrote to Livro de Reclamacoes in Portugal. Samsung then phoned and said they would  replace the fridge after all, and that they would contact us with a delivery date. This was a week ago. We phoned them twice, and were told that the Complaints department would contact us. Nobody has to date.Their customer service is appalling and very unprofessional. They do not solve problems or offer resolutions.They make promises they don't keep.We will never buy another Samsung product, having bought many in the past. The quality of their products have gone seriously down hill.AVOID at all costs."
146,16 lutego 2026,5,"před třemi měsíci jsem si koupil novou tv, včetně soud baru od této firmy. Nevím čím to je, ale v zařízení občas při sledování tv ""praská"", jako když hoří oheň, stále se mi nepodařilo zjistit proč a odkud. Je to ale nepříjemné. Poraďte prosím zda se s tím dá něco dělat. Děkuji."
